epoch,accuracy,loss,val_accuracy,val_loss
0,0.27599626779556274,1.7114183902740479,0.4814680218696594,1.2358574867248535
1,0.5960460901260376,0.965269148349762,0.667151153087616,0.7824587225914001
2,0.663138210773468,0.7677357196807861,0.7132993936538696,0.6344727277755737
3,0.6796388626098633,0.7282342910766602,0.6580668687820435,0.7033846378326416
4,0.6892901659011841,0.6858064532279968,0.6544331312179565,0.7410329580307007
5,0.7040784358978271,0.6603869199752808,0.6809592843055725,0.7258634567260742
6,0.7047011256217957,0.6632981300354004,0.7249273061752319,0.582226574420929
7,0.7277397513389587,0.5982968211174011,0.5981104373931885,0.8657264709472656
8,0.7224470973014832,0.6057535409927368,0.6965842843055725,0.6525017023086548
9,0.7325654029846191,0.5908593535423279,0.7467296719551086,0.5334944128990173
10,0.7352117300033569,0.5635774731636047,0.7107558250427246,0.6468417644500732
11,0.7496886849403381,0.5596820712089539,0.7143895626068115,0.6227450370788574
12,0.7471979856491089,0.5516693592071533,0.6933139562606812,0.7581002116203308
13,0.7509340047836304,0.551395058631897,0.776526153087616,0.48003023862838745
14,0.7591843008995056,0.5209704637527466,0.7714389562606812,0.4927074909210205
15,0.7738169431686401,0.5104281306266785,0.7845203280448914,0.4581921100616455
16,0.7756849527359009,0.49520114064216614,0.7100290656089783,0.8248641490936279
17,0.7666562795639038,0.5106348395347595,0.8164970874786377,0.41664770245552063
18,0.7828455567359924,0.47572997212409973,0.7685319781303406,0.5289810299873352
19,0.7937422394752502,0.4625297486782074,0.8346657156944275,0.40411269664764404
20,0.7764632701873779,0.4979686737060547,0.7634447813034058,0.5998901724815369
21,0.8002802133560181,0.4414435625076294,0.7928779125213623,0.44416916370391846
22,0.7987235188484192,0.44641295075416565,0.7936046719551086,0.46308934688568115
23,0.8163138031959534,0.4129750728607178,0.7514534592628479,0.6013445258140564
24,0.7981008887290955,0.4779248535633087,0.8288517594337463,0.398695707321167
25,0.8130448460578918,0.42714765667915344,0.8284883499145508,0.39547309279441833
26,0.8099315166473389,0.43781113624572754,0.7445493936538696,0.5779145956039429
27,0.8262764811515808,0.3911880850791931,0.8103197813034058,0.48308953642845154
28,0.8259651064872742,0.40251579880714417,0.8557412624359131,0.3621790111064911
29,0.8233187794685364,0.40354788303375244,0.8099563717842102,0.4373551607131958
30,0.8472914099693298,0.3632439374923706,0.7837936282157898,0.4947729706764221
31,0.8404421210289001,0.36257246136665344,0.8644621968269348,0.3338918685913086
32,0.8384184241294861,0.3745695650577545,0.7997819781303406,0.6112066507339478
33,0.8385741114616394,0.3870595395565033,0.8670058250427246,0.3177168071269989
34,0.8390411138534546,0.378007173538208,0.8764534592628479,0.2982141971588135
35,0.8480697274208069,0.3443584144115448,0.8851743936538696,0.29487308859825134
36,0.8485367298126221,0.36182519793510437,0.8266715407371521,0.36597535014152527
37,0.8619240522384644,0.3126721680164337,0.8902616500854492,0.2941645383834839
38,0.8586550354957581,0.34372419118881226,0.8055959343910217,0.4593442976474762
39,0.8595890402793884,0.3305758833885193,0.8699128031730652,0.31354963779449463
