epoch,accuracy,loss,val_accuracy,val_loss
0,0.34090909361839294,1.6015164852142334,0.49818313121795654,1.2879477739334106
1,0.6329389810562134,0.935696005821228,0.6929506063461304,0.7578373551368713
2,0.7109277844429016,0.6981496810913086,0.7340116500854492,0.6105310916900635
3,0.7428393363952637,0.6027785539627075,0.7441860437393188,0.6256709694862366
4,0.7672789692878723,0.5481168627738953,0.7979651093482971,0.49494823813438416
5,0.790473222732544,0.49288955330848694,0.7816133499145508,0.5121789574623108
6,0.8040161728858948,0.46124720573425293,0.8335756063461304,0.3931428790092468
7,0.8225404620170593,0.4335635304450989,0.8586482405662537,0.3678257167339325
8,0.8419987559318542,0.38762223720550537,0.8829941749572754,0.3156573176383972
9,0.8606787323951721,0.3532160222530365,0.8611918687820435,0.3496396839618683
10,0.8689290285110474,0.34138455986976624,0.9055232405662537,0.26679831743240356
11,0.875778317451477,0.3318629264831543,0.9164243936538696,0.2654416859149933
12,0.8888543248176575,0.29435890913009644,0.8840842843055725,0.3110647201538086
13,0.8922789692878723,0.2813788950443268,0.910973846912384,0.24162982404232025
14,0.9003735780715942,0.2649080455303192,0.9160610437393188,0.24221011996269226
15,0.8919675946235657,0.28581690788269043,0.9095203280448914,0.25385454297065735
16,0.9025529026985168,0.25809749960899353,0.9084302186965942,0.22718115150928497
17,0.9139165878295898,0.2386503517627716,0.9051598906517029,0.25933679938316345
18,0.921388566493988,0.2218366414308548,0.9385901093482971,0.16882507503032684
19,0.9139165878295898,0.23107634484767914,0.9345930218696594,0.1876295953989029
20,0.9229452013969421,0.20524999499320984,0.9142441749572754,0.22257086634635925
21,0.9234122037887573,0.21000397205352783,0.9276889562606812,0.19755685329437256
