epoch,accuracy,loss,val_accuracy,val_loss
0,0.29420921206474304,1.6849045753479004,0.4026162922382355,1.6310919523239136
1,0.5800124406814575,1.0845524072647095,0.7336482405662537,0.7103086709976196
2,0.7110834121704102,0.7046350836753845,0.7841569781303406,0.5468659996986389
3,0.7456413507461548,0.600936770439148,0.8005087375640869,0.4995843768119812
4,0.7731942534446716,0.5321626663208008,0.8001453280448914,0.4834541082382202
5,0.7957658767700195,0.4855360984802246,0.8055959343910217,0.45243391394615173
6,0.8051058650016785,0.46152758598327637,0.836482584476471,0.3902866542339325
7,0.8283001184463501,0.4165932834148407,0.8637354373931885,0.3487042784690857
8,0.8343710899353027,0.4049755334854126,0.8448401093482971,0.364835262298584
9,0.843866765499115,0.3707643151283264,0.875,0.34410911798477173
10,0.8656600117683411,0.33956098556518555,0.8513808250427246,0.35407909750938416
11,0.8760896921157837,0.3255247473716736,0.882267415523529,0.31461405754089355
12,0.8790473341941833,0.3064911663532257,0.8644621968269348,0.3497166633605957
13,0.8754670023918152,0.32158055901527405,0.8993459343910217,0.29273948073387146
14,0.8891656398773193,0.29081544280052185,0.9018895626068115,0.2504727244377136
15,0.9005292654037476,0.25926515460014343,0.9080668687820435,0.26088425517082214
16,0.8977272510528564,0.2723568379878998,0.8960756063461304,0.26855751872062683
17,0.9000622630119324,0.2580370008945465,0.8924418687820435,0.286266028881073
