epoch,accuracy,loss,val_accuracy,val_loss
0,0.31460148096084595,1.649246096611023,0.43531978130340576,1.4587054252624512
1,0.5121419429779053,1.276891827583313,0.6656976938247681,0.9405403137207031
2,0.6511519551277161,0.9105685353279114,0.7093023061752319,0.9112846851348877
3,0.6980074644088745,0.7633680701255798,0.7401889562606812,0.6416505575180054
4,0.7210460901260376,0.6961460709571838,0.6991279125213623,0.7550256252288818
5,0.7401930093765259,0.6480649709701538,0.7558139562606812,0.5374635457992554
6,0.7576276659965515,0.6032022833824158,0.741642415523529,0.7340861558914185
7,0.7693026065826416,0.5623494982719421,0.7797965407371521,0.5734195709228516
8,0.7805106043815613,0.5523605346679688,0.8037790656089783,0.4795825481414795
9,0.7868928909301758,0.5121564269065857,0.8368459343910217,0.4182845652103424
