epoch,accuracy,loss,val_accuracy,val_loss
0,0.2946762144565582,1.6689531803131104,0.47856104373931885,1.3916281461715698
1,0.5972914099693298,1.02515709400177,0.7307412624359131,0.6822682023048401
2,0.696606457233429,0.6990466713905334,0.7278342843055725,0.634128987789154
3,0.7292963862419128,0.627933144569397,0.7361918687820435,0.6910455226898193
4,0.7341220378875732,0.6084725260734558,0.7816133499145508,0.5001377463340759
5,0.7590286135673523,0.559753954410553,0.8055959343910217,0.44859442114830017
6,0.7716376185417175,0.5125731825828552,0.7943313717842102,0.4623129963874817
7,0.7731942534446716,0.5143102407455444,0.8252180218696594,0.39360564947128296
8,0.7957658767700195,0.4810939133167267,0.788517415523529,0.4704844355583191
9,0.7962328791618347,0.4692504107952118,0.7736191749572754,0.5646905303001404
10,0.8019925355911255,0.45827972888946533,0.8252180218696594,0.3784187138080597
11,0.8200498223304749,0.402100145816803,0.8564680218696594,0.3283027708530426
12,0.8278331160545349,0.3963666260242462,0.8303052186965942,0.3716408610343933
13,0.836861789226532,0.3852452039718628,0.8928052186965942,0.2667371928691864
14,0.8398194313049316,0.37819451093673706,0.8321220874786377,0.34511804580688477
15,0.8460460901260376,0.3623875677585602,0.8074128031730652,0.47110167145729065
16,0.8518057465553284,0.3633389472961426,0.8746366500854492,0.3144110441207886
