epoch,accuracy,loss,val_accuracy,val_loss
0,0.30495017766952515,1.6571928262710571,0.31686046719551086,1.9063761234283447
1,0.46871107816696167,1.3366121053695679,0.5730378031730652,1.1516228914260864
2,0.5993150472640991,1.0224859714508057,0.582848846912384,1.1576931476593018
3,0.6562889218330383,0.8535645008087158,0.6464389562606812,0.8611335754394531
4,0.6958281397819519,0.751623272895813,0.7082121968269348,0.7460097670555115
5,0.7191780805587769,0.6771253943443298,0.7147529125213623,0.6887461543083191
6,0.7324097156524658,0.6459702253341675,0.7550871968269348,0.569379985332489
7,0.7540473341941833,0.5965878963470459,0.6391715407371521,0.8709923624992371
8,0.7661892771720886,0.5765413045883179,0.7743459343910217,0.5671167373657227
9,0.7744395732879639,0.5414596796035767,0.7300145626068115,0.6562768816947937
10,0.7728829383850098,0.5483894348144531,0.7794331312179565,0.4881077706813812
11,0.8019925355911255,0.49345171451568604,0.7910610437393188,0.43626832962036133
12,0.8100871443748474,0.4744643568992615,0.792151153087616,0.5354855060577393
13,0.8164694905281067,0.44416335225105286,0.8244912624359131,0.3991057872772217
14,0.8170921802520752,0.45600825548171997,0.8045058250427246,0.43528735637664795
15,0.835616409778595,0.41395121812820435,0.7779796719551086,0.5374128818511963
16,0.8293898105621338,0.4182721674442291,0.8382993936538696,0.38074368238449097
17,0.8348380923271179,0.42639297246932983,0.8372092843055725,0.37751317024230957
18,0.8300124406814575,0.417402058839798,0.7888808250427246,0.4868001341819763
19,0.8530510663986206,0.369701087474823,0.8459302186965942,0.36570626497268677
20,0.8538293838500977,0.3738756477832794,0.7507267594337463,0.6630301475524902
21,0.8614570498466492,0.3570552170276642,0.789607584476471,0.5985275506973267
22,0.8588107228279114,0.3715134263038635,0.8386628031730652,0.3914487957954407
