epoch,accuracy,loss,val_accuracy,val_loss
0,0.26089662313461304,1.726344347000122,0.26998546719551086,1.6594685316085815
1,0.2923412322998047,1.6621263027191162,0.29215115308761597,1.6526652574539185
2,0.3052615225315094,1.6254760026931763,0.3266715109348297,1.5947375297546387
3,0.3625467121601105,1.5154659748077393,0.47965115308761597,1.303582787513733
4,0.4704234004020691,1.2545266151428223,0.5159883499145508,1.1403099298477173
5,0.5630448460578918,1.0933018922805786,0.6493459343910217,0.9409229159355164
6,0.656133234500885,0.8709909319877625,0.698401153087616,0.8084996938705444
7,0.6928704977035522,0.7386971712112427,0.7318313717842102,0.6263270974159241
8,0.7163760662078857,0.6585911512374878,0.6965842843055725,0.785498321056366
9,0.7243150472640991,0.6306888461112976,0.7405523061752319,0.5510178208351135
