epoch,accuracy,loss,val_accuracy,val_loss
0,0.27599626779556274,1.7054994106292725,0.338299423456192,1.6953538656234741
1,0.4028642475605011,1.5173288583755493,0.49963662028312683,1.311120629310608
2,0.5996264219284058,1.0764007568359375,0.6838662624359131,0.8530974984169006
3,0.6727895140647888,0.829249918460846,0.7394621968269348,0.6683720946311951
4,0.7089040875434875,0.724437415599823,0.7496366500854492,0.5843631029129028
5,0.735990047454834,0.6548101902008057,0.7579941749572754,0.5853527784347534
6,0.7540473341941833,0.6085658669471741,0.8095930218696594,0.5177878141403198
7,0.7607409954071045,0.5797652006149292,0.7856104373931885,0.5121791958808899
8,0.7713263034820557,0.562043309211731,0.8375726938247681,0.4297216534614563
9,0.7825342416763306,0.5313920378684998,0.8339389562606812,0.4249385893344879
