epoch,accuracy,loss,val_accuracy,val_loss
0,0.2649439573287964,1.7111066579818726,0.3125,1.533385157585144
1,0.47244706749916077,1.2723981142044067,0.5334302186965942,1.071251630783081
2,0.6267123222351074,0.8684569001197815,0.7067587375640869,0.67168790102005
3,0.6797945499420166,0.7130602598190308,0.707848846912384,0.6313000321388245
4,0.6941158175468445,0.6548219323158264,0.7053052186965942,0.6319688558578491
5,0.7084370851516724,0.6446112990379333,0.727107584476471,0.5747802257537842
6,0.708748459815979,0.6383517384529114,0.6893168687820435,0.6821723580360413
7,0.7252490520477295,0.5880424380302429,0.7074854373931885,0.6044308543205261
8,0.7263387441635132,0.5792688727378845,0.742732584476471,0.550240695476532
9,0.7288293838500977,0.5819159746170044,0.7525436282157898,0.5063713192939758
10,0.7356787323951721,0.5518540740013123,0.7543604373931885,0.5086222887039185
11,0.7403486967086792,0.5477007031440735,0.7060319781303406,0.5656110048294067
12,0.7490659952163696,0.5316604971885681,0.7518168687820435,0.4938584268093109
13,0.7565379738807678,0.5147014856338501,0.7645348906517029,0.4740697741508484
14,0.7627646327018738,0.5178124904632568,0.7754360437393188,0.47880202531814575
15,0.7708593010902405,0.48989352583885193,0.7768895626068115,0.48667216300964355
16,0.7686799764633179,0.4907566010951996,0.7808866500854492,0.4542234539985657
17,0.7795765995979309,0.48251283168792725,0.7674418687820435,0.5329460501670837
18,0.7801992297172546,0.46726784110069275,0.7143895626068115,0.7400977611541748
19,0.7752179503440857,0.4802985191345215,0.7776162624359131,0.4616733491420746
