epoch,accuracy,loss,val_accuracy,val_loss
0,0.28564757108688354,1.6913484334945679,0.34193313121795654,1.6668133735656738
1,0.4287048578262329,1.4170571565628052,0.5941133499145508,1.062288522720337
2,0.5773661136627197,1.0765857696533203,0.6366279125213623,0.9663135409355164
3,0.639009952545166,0.9088671207427979,0.7332848906517029,0.6649526357650757
4,0.6712328791618347,0.8107909560203552,0.6991279125213623,0.7938408255577087
5,0.6914694905281067,0.7407892346382141,0.7278342843055725,0.5817343592643738
6,0.7014321088790894,0.6974741816520691,0.7554506063461304,0.6320046782493591
7,0.7121731042861938,0.6668516397476196,0.7616279125213623,0.5268509387969971
8,0.7229140996932983,0.6393241286277771,0.7361918687820435,0.5860080122947693
9,0.7310087084770203,0.6239299178123474,0.7307412624359131,0.5413998365402222
10,0.7518680095672607,0.5957579016685486,0.7401889562606812,0.5500434637069702
