epoch,accuracy,loss,val_accuracy,val_loss
0,0.3432440757751465,1.5818637609481812,0.5399709343910217,1.1440973281860352
1,0.6279576420783997,0.915915846824646,0.6889534592628479,0.7643943428993225
2,0.6976961493492126,0.7107244729995728,0.7507267594337463,0.5785859227180481
3,0.7213574051856995,0.6633923053741455,0.7281976938247681,0.6212198734283447
4,0.7436177134513855,0.5896153450012207,0.7928779125213623,0.4566805958747864
5,0.7526463270187378,0.5560002326965332,0.8019621968269348,0.47573718428611755
6,0.7801992297172546,0.5043188333511353,0.7699854373931885,0.4907403588294983
7,0.7879825830459595,0.49183812737464905,0.8143168687820435,0.4291909337043762
8,0.7993462085723877,0.47678235173225403,0.7899709343910217,0.4894487261772156
9,0.80448317527771,0.44693928956985474,0.8382993936538696,0.40419822931289673
10,0.8138231635093689,0.433135062456131,0.7612645626068115,0.6201147437095642
11,0.8226961493492126,0.41687941551208496,0.8321220874786377,0.3804406523704529
12,0.8326587677001953,0.399240106344223,0.8419331312179565,0.34465447068214417
13,0.8535180687904358,0.3577370047569275,0.8215842843055725,0.481660395860672
14,0.8452677726745605,0.37682539224624634,0.8597383499145508,0.3572460114955902
15,0.8642590045928955,0.3431476354598999,0.8204941749572754,0.5196103453636169
